node1	label	node2	id
P3274	Psort_order	asc	P3274-Psort_order-d68d3f
P3274	Psort_criterion	value	P3274-Psort_criterion-cd4240
P3275	datatype	wikibase-item	P3275-datatype-643cc9
P3275	Psort_criterion	qualifier	P3275-Psort_criterion-5da6e4
P3275-Psort_criterion-5da6e4	Psort_qualifier	P1545	P3275-Psort_criterion-5da6e4-Psort_qualifier-P1545
P3275-Psort_criterion-5da6e4	Psort_order	asc	P3275-Psort_criterion-5da6e4-Psort_order-d68d3f
P3275-Psort_criterion-5da6e4	datatype	string	P3275-Psort_criterion-5da6e4-datatype-473287
P3276	datatype	external-id	P3276-datatype-1a57bf
P3276	Psort_order	asc	P3276-Psort_order-d68d3f
P3276	Psort_criterion	value	P3276-Psort_criterion-cd4240
P3277	datatype	external-id	P3277-datatype-1a57bf
P3277	Psort_order	asc	P3277-Psort_order-d68d3f
P3277	Psort_criterion	value	P3277-Psort_criterion-cd4240
P3279	datatype	wikibase-item	P3279-datatype-643cc9
P3279	Psort_order	asc	P3279-Psort_order-d68d3f
P3279	Psort_criterion	value	P3279-Psort_criterion-cd4240
P3280	datatype	external-id	P3280-datatype-1a57bf
